id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
174,data.Malaysia.Economics,Data access to country Malaysia (economist),[DATA] PRMS create-read-update-delete ,False,False,@{267=},,
165,data.Malaysia.Finance,Data access to country Malaysia (financials),[DATA] PRMS create-read-update-delete ,False,False,@{224=},,
159,data.Malaysia.key,Data access to country Malaysia (full access),[DATA] PRMS full access,False,False,@{253=},,
264,data.Malaysia.Portfolio,Data access to country Malaysia (Portfolio),,False,False,,,
213,data.Malaysia.Reserves,Data access to country Malaysia (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{265=},,
158,data.Mexico,Data access to country Mexico,[DATA] PRMS read-update,False,False,@{244=; 251=; 268=; 279=},,
130,data.Mexico.Economics,Data access to country Mexico (economist),[DATA] PRMS create-read-update-delete ,False,False,@{268=},,
128,data.Mexico.Finance,Data access to country Mexico (financials),[DATA] PRMS create-read-update-delete ,False,False,@{251=},,
145,data.Mexico.key,Data access to country Mexico (full access),[DATA] PRMS full access,False,False,@{244=},,
267,data.Mexico.Portfolio,Data access to country Mexico (Portfolio),,False,False,,,
220,data.Mexico.Reserves,Data access to country Mexico (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{279=},,
115,data.NewZealand,Data access to country NewZealand,[DATA] PRMS read-update,False,False,@{228=; 236=; 252=; 278=},,
136,data.NewZealand.Economics,Data access to country NewZealand (economist),[DATA] PRMS create-read-update-delete ,False,False,@{228=},,
120,data.NewZealand.Finance,Data access to country NewZealand (financials),[DATA] PRMS create-read-update-delete ,False,False,@{252=},,
153,data.NewZealand.key,Data access to country NewZealand (full access),[DATA] PRMS full access,False,False,@{236=},,
259,data.NewZealand.Portfolio,Data access to country NewZealand (Portfolio),,False,False,,,
223,data.NewZealand.Reserves,Data access to country NewZealand (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{278=},,
10,data.Norway,Data access to country Norway,[DATA] PRMS read-update,False,False,@{162=; 163=; 164=; 165=},,
91,data.Norway.Economics,Data access to country Norway (economist),[DATA] PRMS create-read-update-delete ,False,False,@{162=},,
98,data.Norway.Finance,Data access to country Norway (financials),[DATA] PRMS create-read-update-delete ,False,False,@{164=},,
46,data.Norway.Key,Data access to country Norway (full access),[DATA] PRMS full access,False,False,@{163=},,
260,data.Norway.Portfolio,Data access to country Norway (Portfolio),,False,False,,,
208,data.Norway.Reserves,Data access to country Norway (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{165=},,
193,data.OMVEP,Data access to ValueCenters,[DATA] PRMS read-update,False,False,,,
194,data.OMVEP.Economics,Data access to ValueCenters (economist),[DATA] PRMS create-read-update-delete ,False,False,,,
195,data.OMVEP.Finance,Data access to ValueCenters (financials),[DATA] PRMS create-read-update-delete ,False,False,,,
192,data.OMVEP.Key,Data access to ValueCenters (full access),[DATA] PRMS full access,False,False,,,
269,data.OMVEP.Portfolio,Data access to ValueCenters (Portfolio),,False,False,,,
